POS,Name,B,T,BABIP,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BBT,GBT,FBT,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,SPE,STE,SR,RUN,ACT,CID,CTier,L10,BUY,SELL,Lock,VAR,VLvl
CF,Gus Bell,L,R,76,96,89,78,62,37,80,69,86,58,77,59,108,Normal,Normal,Normal,1,2,1,1,3,1,2,1,1,3,1,19,-,-,-,7,9,10,1,67,73,60,-,-,-,-,-,-,77,52,70,26,6,3,28,No,83916,Iron,41,0,44,Yes,N,0
RP,Spencer Bivens,S,R,51,53,33,7,1,4,4,51,32,6,1,4,4,Normal,Normal,Normal,62,76,82,72,78,63,77,82,75,79,23,48,3,3,2,12,30,46,4,1,23,8,50,-,38,-,-,-,-,-,-,7,3,9,11,No,81704,Iron,8,0,9,Yes,N,0
RP,Ryan Borucki,L,L,45,45,36,16,13,32,30,45,36,16,13,32,30,Normal,Normal,Normal,89,83,67,86,82,83,74,67,75,74,13,65,-,-,-,25,29,46,16,-,-,-,66,-,51,-,-,-,-,-,-,13,5,16,17,No,82479,Iron,9,0,9,Yes,N,0
RP,Matt Bowman,R,R,59,61,48,24,1,30,36,58,45,22,1,28,34,Normal,Normal,Normal,64,69,78,76,66,70,75,81,79,73,18,62,-,-,-,23,46,61,49,40,40,60,82,-,51,20,30,-,42,11,38,28,32,15,37,No,82323,Iron,7,0,10,Yes,N,0
3B,Bill Bradley,R,R,72,63,77,88,16,85,96,76,84,147,26,63,93,Line Drive,Pull,Pull,1,2,1,1,3,1,2,1,2,3,1,11,-,-,-,79,79,89,73,1,5,8,-,-,-,-,89,-,-,-,-,70,84,86,91,No,83445,Iron,10,0,9,Yes,N,0
RP,JT Brubaker,R,R,20,22,31,14,2,13,37,20,30,12,2,11,36,Normal,Normal,Normal,65,78,71,71,82,65,78,70,70,83,36,48,1,1,1,30,50,56,23,13,13,48,85,-,67,15,29,-,-,-,-,27,23,15,43,No,81722,Iron,9,0,7,Yes,N,0
LF,Bernie Carbo,L,R,43,31,56,175,71,117,75,47,66,148,61,121,82,Line Drive,Normal,Normal,1,3,1,1,4,1,3,1,2,4,1,18,-,-,-,7,2,5,7,60,67,82,-,-,-,-,-,-,73,-,72,29,67,20,36,No,83589,Iron,20,0,29,Yes,N,0
1B,Andres Chaparro,R,R,70,71,70,83,82,84,71,70,68,77,82,75,68,Normal,Pull,Pull,1,26,1,76,1,1,25,1,74,1,1,-,1,1,1,42,39,46,33,35,47,54,87,-,59,27,24,12,37,-,31,20,16,10,30,No,82021,Iron,7,0,7,Yes,N,0
SP,Roger Craig,R,R,17,28,18,28,1,33,9,14,11,14,2,18,7,Normal,Normal,Normal,39,81,101,95,75,52,59,92,56,61,61,100,-,-,-,27,25,26,25,2,5,8,61,-,-,-,-,-,-,-,-,24,30,43,12,No,83038,Iron,8,0,8,Yes,N,0
RF,Dylan Crews,R,R,73,76,75,79,79,78,76,73,71,79,73,74,71,Normal,Pull,Pull,1,26,1,76,1,1,25,1,75,1,1,-,3,3,2,33,46,59,11,68,67,56,85,-,55,8,29,-,76,52,68,90,85,81,48,No,82020,Iron,7,0,8,Yes,N,0
1B,Blaine Crim,R,R,73,76,75,83,80,81,75,73,72,82,77,76,72,Normal,Pull,Pull,1,26,1,78,1,1,25,1,73,1,1,-,2,2,4,23,38,53,35,40,40,47,76,-,41,12,20,-,39,8,31,30,63,19,39,No,81812,Iron,7,0,6,Yes,N,0
3B,Jim Doyle,R,R,85,64,70,86,78,75,78,91,83,92,40,67,76,Groundball,Normal,Normal,1,3,1,1,5,1,4,1,2,5,1,16,-,-,-,104,39,104,79,8,10,6,-,-,-,-,92,-,-,-,-,77,84,64,55,No,84385,Iron,9,0,10,Yes,N,0
RP,Jose Fermin,R,R,12,12,10,8,2,11,7,12,10,8,2,11,7,Normal,Normal,Normal,80,69,66,73,67,88,80,69,90,75,20,57,3,-,2,17,32,53,10,14,18,27,60,-,42,-,4,-,-,-,-,4,2,-,24,No,82296,Iron,7,0,8,Yes,N,0
RP,Kody Funderburk,L,L,36,36,31,43,51,45,25,37,31,45,54,46,26,Normal,Pull,Pull,80,85,66,75,91,75,81,64,73,85,23,52,3,3,2,28,25,58,13,36,38,49,68,-,52,-,-,-,35,-,28,13,13,10,17,No,82329,Iron,8,0,9,Yes,N,0
RP,Tyler Gilbert,L,L,13,13,18,16,7,17,23,14,20,17,8,18,25,Normal,Spray,Spray,72,74,70,83,70,67,69,69,77,66,28,57,1,1,4,33,44,51,28,30,25,37,84,-,69,-,-,-,22,-,14,12,7,11,17,No,82462,Iron,8,0,7,Yes,N,0
SP,Colton Gordon,L,L,16,16,13,14,2,8,9,17,14,15,3,9,10,Normal,Pull,Pull,68,65,86,72,62,67,64,86,73,60,54,65,2,2,1,29,22,69,13,6,27,2,69,-,52,-,-,-,-,-,-,25,18,21,36,No,82167,Iron,8,0,9,Yes,N,0
RF,Randal Grichuk,R,R,68,75,81,84,81,67,89,66,73,81,81,64,83,Normal,Pull,Pull,1,33,1,97,1,1,24,1,72,1,-,-,3,3,3,17,27,55,17,56,62,68,57,-,37,-,5,-,65,38,61,47,58,11,40,No,82569,Iron,10,0,8,Yes,N,0
CL,Seth Halvorsen,R,R,27,28,22,31,17,23,17,27,21,29,16,22,16,Normal,Pull,Pull,75,71,69,74,70,81,75,70,77,74,16,44,2,2,2,43,47,64,42,64,50,63,94,-,77,35,40,24,70,46,64,63,73,64,52,No,81803,Iron,12,0,9,Yes,N,0
LF,Roy Hartzell,L,R,40,31,71,60,32,100,108,44,74,80,49,99,105,Normal,Pull,Pull,1,1,1,1,2,1,2,1,2,2,1,24,-,-,-,49,50,27,51,50,92,74,-,-,-,42,16,19,66,-,63,76,83,91,62,No,83466,Iron,15,0,12,Yes,N,0
SS,Darell Hernaiz,R,R,71,73,79,86,60,83,88,71,77,80,48,73,86,Line Drive,Pull,Pull,1,25,1,75,1,1,26,1,76,1,1,-,1,1,3,68,70,54,67,65,66,48,121,-,75,73,59,54,71,46,61,45,73,44,69,No,82258,Iron,8,0,12,Yes,N,0
CF,Jim Hickman,R,R,44,50,69,134,109,72,88,43,62,84,83,65,76,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,14,-,-,-,52,51,67,39,80,57,59,-,-,91,-,47,-,88,69,80,29,71,24,49,No,83453,Iron,16,0,18,Yes,N,0
1B,Tom Jones,R,R,50,48,85,87,50,71,152,51,86,71,53,71,149,Normal,Spray,Spray,1,3,1,1,5,1,3,1,1,5,1,2,-,-,-,56,44,44,33,9,4,3,-,-,75,-,-,-,-,-,-,63,81,82,66,No,84114,Iron,8,0,10,Yes,N,0
2B,Luke Keaschall,R,R,75,75,79,77,59,84,86,76,79,75,57,82,84,Normal,Normal,Normal,1,26,6,77,1,1,27,6,79,1,5,9,1,1,1,54,65,40,67,70,77,52,108,-,76,58,42,37,80,56,70,48,81,71,72,No,82335,Iron,8,6,10,Yes,N,0
2B,Dots Miller,R,R,55,55,75,50,78,75,97,56,73,70,64,54,91,Normal,Spray,Spray,1,5,1,1,7,1,5,1,1,7,1,6,-,-,-,71,65,47,93,9,8,2,-,-,81,82,-,58,-,-,-,74,79,81,62,No,83446,Iron,9,0,11,Yes,N,0
RF,Xavier Nady,R,R,61,66,73,73,80,65,82,60,72,75,81,54,87,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,23,-,-,-,65,23,38,26,55,77,97,-,-,69,-,-,-,73,43,76,35,72,16,47,No,84110,Iron,7,0,7,No,N,0
2B,Esteban Quiroz,L,R,82,78,80,62,55,81,84,83,86,68,82,76,89,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,22,-,-,-,64,60,49,52,58,65,41,-,-,-,60,-,-,-,-,50,50,11,14,49,No,84394,Iron,8,0,7,Yes,N,0
1B,Eddie Robinson,L,R,32,34,67,112,82,90,94,32,69,80,86,75,102,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,17,-,-,-,25,29,25,23,2,10,9,-,-,41,-,-,-,-,-,-,23,9,12,15,No,83918,Iron,6,0,6,No,N,0
1B,TJ Rumfield,L,R,78,74,75,78,68,75,77,80,79,80,69,77,79,Normal,Ex. Pull,Pull,1,24,3,72,1,1,25,3,75,1,7,2,2,2,1,25,24,37,25,41,49,66,59,-,50,-,2,-,46,14,43,16,63,16,24,No,84978,Iron,23,6,23,Yes,N,0
RP,Antonio Senzatela,R,R,35,36,29,18,1,18,19,35,29,18,1,18,17,Normal,Normal,Normal,56,72,80,66,75,63,77,84,67,82,38,47,-,-,-,30,40,30,20,-,-,-,77,-,54,8,3,-,-,-,-,15,17,7,20,No,81829,Iron,9,0,9,Yes,N,0
1B,Nick Sogard,S,R,76,76,76,84,50,92,77,77,74,80,37,93,72,Normal,Spray,Spray,1,39,20,73,23,1,43,20,81,24,80,-,1,1,3,66,71,57,63,65,62,55,120,-,81,70,60,53,72,47,63,37,77,55,62,No,82599,Iron,7,0,7,Yes,N,0
SP,Vic Sorrell,R,R,21,12,15,33,3,57,16,24,20,51,4,37,17,Normal,Normal,Normal,68,63,50,56,67,86,87,60,108,77,78,33,-,-,-,27,26,25,23,2,9,8,60,-,-,-,-,-,-,-,-,17,6,11,26,No,83039,Iron,26,0,29,Yes,N,0
RP,Matt Svanson,R,R,11,11,22,14,21,6,31,11,24,14,22,6,32,Normal,Pull,Spray,73,71,69,73,70,81,77,74,80,76,20,34,1,1,1,35,33,45,21,30,25,32,79,-,70,11,17,-,21,-,11,25,20,27,28,No,81867,Iron,9,0,11,Yes,N,0
RP,Salomon Torres,R,R,2,2,5,3,1,3,1,2,5,3,1,3,1,Normal,Spray,Spray,63,97,72,105,94,48,87,61,113,75,20,115,-,-,-,26,20,23,23,3,4,4,54,-,-,-,-,-,-,-,-,21,6,5,37,No,83050,Iron,9,0,15,Yes,N,0
RP,Lou Trivino,R,R,28,30,34,30,23,34,42,28,33,28,22,33,40,Normal,Normal,Normal,70,70,69,74,68,81,77,73,79,77,14,51,3,3,2,33,28,37,29,20,50,40,73,-,63,13,7,-,18,-,10,15,18,14,12,No,82038,Iron,7,0,8,Yes,N,0
1B,Enmanuel Valdez,L,R,63,63,63,66,69,81,64,64,67,81,74,86,71,Normal,Pull,Pull,1,24,1,72,1,1,25,1,75,1,1,-,1,1,1,49,56,57,48,62,56,51,102,-,56,45,44,31,67,42,58,23,72,18,59,No,81893,Iron,15,0,7,Yes,N,0
LF,Drew Waters,S,R,87,87,74,90,63,71,62,88,74,90,65,76,61,Groundball,Normal,Normal,1,25,1,73,1,1,26,1,77,1,1,-,4,4,2,22,28,46,14,69,69,73,61,-,40,-,8,-,82,58,78,111,78,61,67,No,82359,Iron,8,0,6,Yes,N,0
RF,Eli White,R,R,91,88,81,68,76,65,76,92,79,57,72,62,67,Normal,Normal,Normal,1,24,2,70,1,1,28,2,83,1,3,-,1,1,1,61,68,70,67,68,65,63,118,-,89,67,64,53,78,54,71,82,85,70,71,No,82139,Iron,8,0,9,Yes,N,0
RP,Cole Wilcox,R,R,19,19,16,14,2,15,13,19,16,14,2,15,13,Normal,Normal,Normal,62,69,69,69,70,68,83,76,74,88,29,39,2,2,1,22,28,51,23,6,19,20,63,-,50,-,12,-,-,-,-,19,16,27,13,No,84965,Iron,10,0,10,Yes,N,0
SP,Bryse Wilson,R,R,26,26,25,19,23,30,24,26,25,19,23,30,24,Normal,Normal,Normal,59,68,85,80,62,65,72,90,78,69,52,49,-,-,1,40,41,61,22,49,42,58,88,-,66,21,32,12,51,23,46,17,20,12,19,No,84624,Iron,8,0,9,Yes,N,0
RP,Ryan Yarbrough,R,L,26,26,32,19,2,30,38,26,32,19,2,30,38,Normal,Normal,Normal,78,81,89,97,74,60,70,79,93,59,37,66,2,2,2,20,15,55,21,9,24,31,49,-,39,-,-,-,-,-,-,17,7,20,23,No,82578,Iron,10,0,9,Yes,N,0
SP,Ramon Arano,R,R,21,21,17,34,2,39,12,21,17,34,2,39,12,Normal,Spray,Spray,40,77,73,69,82,43,84,74,77,88,74,60,1,1,1,29,25,26,25,3,7,7,63,-,-,-,-,-,-,-,-,16,6,5,28,No,84408,Iron,19,0,9,Yes,N,0
RP,Sam Bachman,R,R,35,35,29,34,8,41,19,35,29,34,8,41,19,Normal,Normal,Normal,69,76,62,71,79,71,81,62,77,84,40,42,2,2,1,24,15,59,20,13,19,24,54,-,35,-,1,-,-,-,-,26,18,16,45,No,82294,Iron,8,0,9,Yes,N,0
SS,Dick Bartell,R,R,31,34,70,139,48,97,104,31,68,120,53,91,99,Line Drive,Pull,Pull,1,2,1,1,3,1,2,1,1,3,1,10,-,-,-,71,67,69,67,7,8,2,-,-,-,75,67,59,-,-,-,45,72,41,59,No,83444,Iron,11,0,17,Yes,N,0
RP,Osvaldo Bido,R,R,36,36,32,27,7,28,31,36,32,27,7,28,31,Normal,Normal,Normal,70,72,67,83,67,73,76,68,88,71,36,42,1,1,2,32,18,63,23,8,16,24,68,-,51,-,15,-,-,-,-,11,12,7,15,No,82562,Iron,9,0,9,Yes,N,0
RP,Mason Black,R,R,16,16,17,16,3,24,17,16,17,16,3,24,17,Normal,Normal,Normal,78,71,71,72,71,71,72,68,78,70,29,46,1,1,3,15,24,45,21,12,23,30,49,-,35,-,-,-,-,-,-,20,19,12,27,No,85239,Iron,10,0,10,Yes,N,0
SP,Walker Buehler,R,R,33,34,31,15,21,12,30,33,30,13,19,10,29,Normal,Normal,Normal,67,69,73,78,65,68,69,74,77,66,58,52,1,1,2,24,7,88,6,15,21,35,51,-,33,-,-,-,2,-,-,20,16,16,29,No,81754,Iron,8,0,9,Yes,N,0
LF,Jonatan Clase,S,R,71,73,65,84,67,75,57,71,64,79,67,82,56,Normal,Normal,Normal,1,27,2,80,1,1,26,1,77,1,2,-,1,1,1,21,27,35,11,83,74,49,56,-,28,-,-,-,93,73,81,83,88,91,65,No,82490,Iron,8,0,12,Yes,N,0
C,J.C. Escarra,L,R,51,45,62,74,52,79,76,54,68,73,63,87,82,Normal,Ex. Pull,Pull,1,22,4,64,1,1,29,4,85,1,2,-,54,58,49,33,43,52,26,51,50,62,84,47,64,17,25,-,56,27,51,56,67,19,32,No,82559,Iron,7,0,11,Yes,N,0
RP,Matt Festa,R,R,15,17,16,33,1,32,15,15,15,32,1,31,14,Normal,Spray,Spray,76,65,75,79,58,82,70,78,80,65,18,51,-,-,-,26,48,53,23,11,15,60,82,-,55,11,24,-,-,-,-,8,3,16,6,No,82425,Iron,10,0,8,Yes,N,0
3B,David Freese,R,R,74,41,63,89,88,102,80,82,78,65,68,73,75,Normal,Pull,Spray,1,3,1,1,4,1,4,1,4,4,1,1,-,-,-,69,67,66,39,6,3,8,-,-,89,-,61,-,-,-,-,24,44,21,29,No,83416,Iron,7,0,8,Yes,N,0
SP,Larry French,R,L,16,27,29,39,2,43,32,13,18,24,4,46,23,Normal,Normal,Normal,56,82,89,124,62,41,69,83,63,73,85,83,-,-,-,26,17,23,25,9,3,6,50,-,-,-,-,-,-,-,-,44,58,53,33,No,83045,Iron,9,0,11,Yes,N,0
C,Mickey Gasper,S,R,54,54,66,68,59,81,78,55,66,69,64,87,76,Normal,Pull,Pull,1,25,7,73,1,1,27,7,80,1,1,12,43,44,52,40,49,51,45,11,24,13,92,36,59,34,33,19,-,-,-,6,85,12,52,No,82593,Iron,7,0,8,Yes,N,0
SP,Bunny Hearn,L,L,2,2,5,4,1,3,2,2,5,4,1,3,2,Normal,Normal,Normal,53,64,84,67,63,55,77,96,85,73,76,58,-,-,-,31,20,24,23,8,1,4,59,-,-,-,-,-,-,-,-,15,6,5,26,No,84685,Iron,8,0,6,No,N,0
C,Austin Hedges,R,R,54,51,59,64,51,66,65,56,59,47,47,58,62,Normal,Pull,Pull,1,87,83,87,87,1,67,83,99,52,1,-,94,107,90,18,32,53,10,36,37,53,62,107,39,-,8,-,35,-,30,8,58,16,37,No,82443,Iron,8,0,6,Yes,N,0
RP,Kyle Hurt,R,R,20,20,19,21,5,12,18,20,19,21,5,12,18,Normal,Normal,Normal,85,73,59,76,72,87,74,60,77,73,27,57,3,3,3,34,50,53,28,14,23,32,88,-,72,22,29,-,-,-,-,15,13,13,19,No,85249,Iron,14,0,15,Yes,N,0
RP,Zack Kelly,R,R,13,15,17,10,1,12,19,13,16,11,1,13,19,Normal,Normal,Normal,78,78,65,88,73,77,76,64,84,72,17,32,-,-,-,11,4,20,4,-,-,-,17,-,16,-,-,-,-,-,-,8,1,13,9,No,82595,Iron,7,0,9,Yes,N,0
3B,Corey Koskie,L,R,63,63,61,65,64,85,60,63,66,78,77,99,71,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,24,-,-,-,65,73,77,40,2,8,3,-,-,-,-,69,-,-,-,-,26,74,21,38,No,83450,Iron,8,0,6,No,N,0
RP,Jordan Leasure,R,R,16,16,18,15,5,14,19,16,18,15,5,14,19,Normal,Spray,Pull,94,68,64,89,58,92,68,63,92,57,16,38,1,1,1,38,30,34,12,25,36,27,77,-,63,5,5,-,18,-,5,30,21,26,42,No,82478,Iron,8,0,9,Yes,N,0
CF,Nemo Leibold,L,R,67,70,77,75,9,79,87,67,85,77,19,73,111,Normal,Normal,Normal,1,2,1,1,3,1,2,1,1,3,1,23,-,-,-,10,3,9,10,79,47,60,-,-,-,-,-,-,85,66,78,61,73,64,62,No,83442,Iron,22,0,12,Yes,N,0
LF,Daylen Lile,L,R,79,82,79,92,48,68,79,79,79,104,61,70,81,Line Drive,Ex. Pull,Pull,1,26,1,76,1,1,25,1,73,1,1,-,2,2,1,23,22,15,13,73,82,53,48,-,32,-,-,-,84,61,74,108,75,58,46,No,82018,Iron,16,0,9,Yes,N,0
LF,Nick Loftin,R,R,52,54,69,77,65,94,84,52,67,70,54,87,82,Normal,Pull,Pull,1,25,1,74,1,1,25,1,75,1,1,-,1,1,4,59,72,58,64,76,76,51,117,-,82,65,57,48,86,64,76,35,70,45,66,No,82362,Iron,8,0,8,Yes,N,0
SP,Roy Mahaffey,R,R,13,21,12,33,30,14,3,11,10,18,15,24,6,Normal,Normal,Normal,76,70,58,112,49,100,65,56,57,69,73,60,-,-,-,28,20,23,23,1,4,8,55,-,-,-,-,-,-,-,-,5,6,4,5,No,82803,Iron,14,0,9,Yes,N,0
RP,Rafael Montero,R,R,27,27,30,13,10,17,34,27,30,13,10,17,34,Normal,Normal,Normal,71,71,59,71,71,87,82,63,83,82,14,64,-,-,-,22,35,32,24,30,30,60,66,-,42,3,-,-,29,-,26,23,21,24,26,No,82552,Iron,9,0,9,Yes,N,0
RP,David Morgan,R,R,36,37,35,29,28,35,37,36,34,28,26,34,36,Normal,Pull,Pull,81,68,64,72,67,91,75,67,75,75,22,45,2,2,3,24,31,63,22,58,53,56,72,-,43,3,22,-,63,37,56,51,51,50,52,No,81737,Iron,14,0,14,Yes,N,0
LF,Alejandro Osuna,L,L,75,75,67,77,57,80,61,76,73,82,61,84,71,Normal,Normal,Normal,1,28,1,82,1,1,26,1,78,1,1,-,1,1,-,29,34,57,20,61,68,80,77,-,40,-,-,-,75,48,73,58,73,72,53,No,82195,Iron,8,0,10,Yes,N,0
SP,Chris Paddack,R,R,21,23,34,22,1,23,45,21,33,20,1,21,43,Normal,Spray,Spray,59,60,92,78,52,66,63,99,77,57,60,33,2,2,4,17,25,57,9,33,17,48,55,-,42,-,4,-,27,-,19,20,16,18,26,No,82125,Iron,9,0,9,Yes,N,0
RP,Cionel Perez,L,L,23,23,30,31,3,18,34,23,30,31,3,18,34,Normal,Normal,Normal,81,91,55,83,96,78,84,56,75,89,14,67,1,1,1,13,15,65,9,5,25,22,42,-,24,-,-,-,-,-,-,12,12,14,11,No,84959,Iron,8,0,10,No,N,0
RP,PJ Poulin,R,L,18,19,26,16,5,21,31,18,24,15,4,19,30,Normal,Normal,Normal,88,81,71,85,79,75,69,66,73,68,18,60,1,1,5,30,36,53,3,43,12,25,77,-,52,-,-,-,27,-,9,12,2,13,21,No,82015,Iron,8,0,6,Yes,N,0
3B,Luis Rengifo,S,R,72,71,81,75,54,66,94,73,82,72,52,68,93,Normal,Pull,Pull,1,25,1,73,1,1,26,1,78,1,8,-,2,2,1,57,72,62,69,56,58,61,116,-,69,65,60,49,62,35,57,68,74,59,76,No,81925,Iron,10,6,17,Yes,N,0
RP,George Soriano,R,R,21,21,21,20,5,24,22,21,21,20,5,24,22,Normal,Normal,Normal,75,71,69,83,65,81,75,70,88,69,22,53,1,1,1,25,49,57,32,1,1,1,83,-,58,17,28,-,-,-,-,21,18,20,26,No,81865,Iron,8,0,8,Yes,N,0
SS,Trevor Story,R,R,92,95,82,79,79,57,71,91,79,81,77,55,68,Normal,Pull,Pull,1,27,1,79,1,1,25,1,73,1,8,-,-,-,-,76,70,68,67,49,50,60,127,-,93,80,71,64,54,25,48,47,89,72,62,No,82610,Iron,8,0,11,Yes,N,0
RP,Kade Strowd,R,R,25,26,24,20,4,12,22,25,22,19,4,11,20,Normal,Normal,Normal,75,73,68,75,73,78,76,69,78,76,19,45,1,1,5,15,29,57,4,23,6,20,55,-,36,-,-,-,-,-,-,5,3,13,1,No,81835,Iron,8,0,10,Yes,N,0
RP,Keegan Thompson,R,R,33,33,29,34,24,24,23,33,29,34,24,24,23,Normal,Pull,Pull,76,72,69,82,67,79,73,70,81,70,25,51,3,3,1,30,39,62,12,38,45,63,80,-,55,4,26,-,41,-,38,21,20,17,25,No,81823,Iron,7,0,8,Yes,N,0
SP,Dizzy Trout,R,R,25,35,28,40,32,56,13,21,23,61,35,35,26,Normal,Normal,Normal,60,76,68,114,57,76,64,62,62,65,75,95,-,-,-,27,15,28,43,10,1,3,53,-,-,-,-,-,-,-,-,50,72,41,43,No,83028,Iron,10,0,12,Yes,N,0
SP,Walbert Urena,R,R,35,35,34,16,7,30,36,35,34,16,7,30,36,Normal,Normal,Normal,69,68,57,69,68,76,82,62,75,86,53,42,3,3,2,24,23,49,13,7,21,20,59,-,38,-,9,-,-,-,-,23,9,17,43,No,85015,Iron,15,0,21,No,N,0
RP,Carlos Vargas,R,R,22,22,24,23,4,10,27,22,24,23,4,10,27,Normal,Normal,Normal,61,76,76,70,79,62,83,76,82,84,16,57,2,2,1,28,64,50,28,3,3,3,91,-,67,21,31,-,-,-,-,16,11,17,19,No,82228,Iron,8,0,6,Yes,N,0
CL,Victor Vodnik,R,R,23,24,21,15,3,12,19,23,20,14,2,11,18,Normal,Normal,Normal,73,72,63,67,75,82,80,66,70,85,18,50,1,1,1,48,22,62,13,39,6,27,82,-,58,9,27,1,16,-,1,15,18,10,17,No,81824,Iron,9,0,6,Yes,N,0
SP,Kerry Wood,R,R,5,9,9,3,9,7,6,4,7,6,7,11,5,Normal,Normal,Normal,89,92,32,128,74,89,57,48,59,56,68,47,-,-,-,35,21,26,23,7,2,5,66,-,-,-,-,-,-,-,-,13,6,4,21,No,83020,Iron,8,0,7,No,N,0
3B,Blaze Alexander,R,R,81,83,71,74,59,79,60,81,67,70,54,77,51,Groundball,Pull,Pull,55,53,43,85,38,54,52,46,79,39,21,30,2,2,1,71,71,91,70,59,68,87,128,-,77,79,83,69,74,46,74,48,71,53,75,No,82627,Iron,9,0,9,Yes,N,0
RP,Elvis Alvarado,R,R,17,18,21,18,16,16,24,17,19,17,15,15,22,Normal,Spray,Spray,89,74,66,75,74,82,74,63,78,73,17,34,2,2,6,13,22,45,17,22,11,64,44,-,33,-,-,-,13,-,9,22,23,17,25,No,82261,Iron,8,0,10,Yes,N,0
LF,Brooks Baldwin,S,R,69,69,69,66,83,66,71,70,69,71,78,68,70,Normal,Normal,Normal,1,25,10,75,1,1,27,10,80,1,1,17,2,2,1,54,68,61,58,67,65,48,112,-,77,57,55,43,74,50,63,48,78,51,49,No,82474,Iron,8,0,8,Yes,N,0
RP,Anthony Banda,L,L,32,32,33,37,5,21,37,32,33,37,5,21,37,Normal,Normal,Normal,72,76,66,77,76,74,73,71,71,75,19,67,-,-,-,17,32,47,12,-,-,-,60,-,40,-,-,-,-,-,-,17,3,15,34,No,84944,Iron,13,0,29,Yes,N,0
RP,Hunter Bigge,R,R,37,38,31,36,33,29,24,37,31,35,32,28,22,Normal,Pull,Pull,93,72,61,83,67,88,71,55,87,63,16,37,3,3,1,39,49,56,28,39,42,56,91,-,68,26,33,12,40,2,35,15,17,13,16,No,84897,Iron,14,0,28,Yes,N,0
CF,Joe Birmingham,R,R,61,67,80,92,67,63,98,60,73,68,67,60,89,Normal,Spray,Spray,1,5,1,1,7,1,5,1,1,7,1,18,-,-,-,7,4,1,4,83,72,100,-,-,-,-,-,-,103,83,-,67,81,80,65,No,84109,Iron,12,0,9,Yes,N,0
RP,Tim Birtsas,L,L,1,1,4,2,2,3,1,1,4,3,3,3,1,Normal,Normal,Normal,85,67,87,75,63,84,66,69,56,71,24,39,-,-,-,26,20,23,23,10,10,1,53,-,-,-,-,-,-,-,-,11,6,4,18,No,83052,Iron,6,0,6,No,N,0
C,Henry Blanco,R,R,46,24,72,72,64,85,120,53,69,58,38,81,86,Normal,Normal,Normal,1,3,1,1,4,1,3,1,3,4,1,9,86,101,96,7,9,2,2,4,4,1,-,103,-,-,-,-,-,-,-,46,14,16,25,No,84344,Iron,8,0,8,Yes,N,0
1B,Lu Blue,S,L,62,60,66,70,1,127,74,63,81,65,23,140,106,Normal,Pull,Pull,1,2,1,1,3,1,2,1,1,3,1,22,-,-,-,42,21,44,69,6,5,5,-,-,49,-,-,-,-,-,-,72,65,67,61,No,83465,Iron,11,0,10,Yes,N,0
SP,Ed Brandt,L,L,24,28,23,59,5,44,18,23,23,49,5,36,23,Normal,Normal,Normal,85,76,62,88,70,75,64,63,75,59,56,33,-,-,-,35,42,33,23,7,5,4,82,-,-,-,-,-,-,-,-,9,6,13,10,No,83029,Iron,10,0,9,Yes,N,0
RP,Connor Brogdon,R,R,38,38,32,17,7,17,27,38,32,17,7,17,27,Normal,Normal,Normal,78,61,70,77,54,87,70,80,76,68,16,41,2,2,1,16,20,63,12,9,20,22,50,-,39,-,2,-,-,-,-,22,5,15,46,No,84958,Iron,16,6,15,Yes,N,0
CF,Vin Campbell,L,R,64,47,74,102,51,46,100,68,87,73,72,54,112,Normal,Spray,Spray,1,1,1,1,1,1,1,1,2,1,1,22,-,-,-,7,8,4,5,69,44,55,-,-,-,-,-,-,72,50,64,72,80,84,78,No,82861,Iron,9,0,11,Yes,N,0
SP,Eddie Cicotte,S,R,15,14,20,79,5,49,25,16,19,63,5,56,22,Normal,Normal,Normal,61,70,66,79,66,62,76,67,95,67,76,62,-,-,-,33,23,29,30,1,5,1,67,-,-,-,-,-,-,-,-,71,70,70,72,No,83032,Iron,15,0,14,Yes,N,0
SP,Erick Fedde,R,R,24,24,22,20,6,19,21,24,22,20,6,19,21,Normal,Spray,Spray,61,68,72,86,60,65,74,75,92,66,72,38,1,1,5,43,34,40,14,29,27,19,83,-,75,13,17,1,19,-,-,19,17,15,25,No,82481,Iron,8,0,7,Yes,N,0
SP,Ryan Feltner,R,R,33,34,29,19,5,15,19,33,28,17,4,14,18,Normal,Spray,Spray,63,69,68,76,66,68,72,71,76,71,64,51,2,2,1,24,10,62,15,5,20,27,49,-,38,-,-,-,-,-,-,17,16,13,20,No,81827,Iron,8,0,6,Yes,N,0
